questions,classes
劳动仲裁——我2016年5月进入浙江长华吉林长庆汽车零部件有限公司工作任职电工兼维修工，工作到2017年7月，吉林长庆新来的总经理王京春无故给我停职3天，停职到第二天的时候我去公司找王京春要谈谈此事，但是他避而不见，还让保安把我推出公司，根本不出面解决，下午又通过人事告诉我让我去干冲压工，当时我一时冲动跑到公司三楼要跳楼自杀，被公司同事给我拽了下来，这期间长庆（公司）报警3次，王京春还是不露面，快下班的时候，长庆人事给了我一张王京春签字的辞退通知书，我拿着就回去了。第二天，我又去长庆讨要说法，公司无故辞退员工是不是应该给赔偿？但是这样合理合法的要求也得不到答复，2017年8月14号下午17点，我在长庆公司大门外面坐着，王京春找来范家屯当地两个黑社会人员对我进行推搡和威胁，给我心里造成了特别大的影响，难道一起劳动纠纷公司都不能正面解决吗？要靠黑社会的威胁恐吓来解决公司和员工之间的纠纷？我的家是外地的，在公主岭范家屯无亲无故，目前维权也是投诉无门，所以将此事公之于众，希望大家能帮助帮助我，怎么样我才能讨回该有的公道！,辞退解雇
公司克扣工资——我是经朋友介绍（打电话联系）去的这家公司，公司就是出差安装机器，老板接活，我们去干，说好的180一天，第一个月给我开的180一天，后来因为某种原因我要回家，回家后就没再去，本来5号发工资，后来我的一直没给我发，推托了一个多月，而且工资给我按150一天，还扣了我车票钱，给他打电话他说就该给你这么多，爱咋滴咋滴，我该怎么办，求律师帮帮我。,员工权益
到底哪个部门能解决劳务纠纷——工人在上班期间发生意外，导致肋骨断裂，跟公司协商未果，到劳动局，劳动仲裁均未得到明确的解决答复，把问题抛过去抛过来，不解决人民群众的问题。作为政府部门的工作人员就这样为人民办事？,工伤事故
辞职单位不接受怎么办？离开承担什么后果？——我妻子单位最近检查特别多，每天白天上班，隔一天晚上加班回不了家，身体和精神都受不了，从半个月之前打辞职报告，单刷单位不收辞职报告，说等过了这段检查期间再说，我妻子想直接走人，会承担什么样的后果？因为合同上说员工对单位造成损失，员工负全部责任,辞退解雇
个人帮老板干活，出了事故，老板跑了——我个人帮一老板干活，出了事故，我双腿残疾了，治疗费用也用了10多万，老板，一分没出，还跑了，找不到人，我现在能怎么办？,工伤事故
我们遇到难处了。求帮忙。。——本人于2014年8月25日通过物业招聘（劳务派遣单位），用人单位面试后进入一家国有银行从事司机工作，截止到现在一直在这个单位工作。1、2015年12月份有国有银行办公室人员让签署两份为期一年空白合同，据说是劳务派遣合同，具体甲方没有任何签章，签订合同后也没有返还我们一份。以后至今仍然没有签订任何合同。自2014年8月上班至2016年8月31日，一直没有给予缴纳五险，后期经过我们对用人单位一再要求，2016年9月开始给予缴纳五险。现在因为我们因为薪资太少，提出涨工资要求，用人单位态度很强硬，我们司机想维权，想咨询一下律师，我们得通过哪方面着手，提出哪些要求。。谢谢律师。。,劳动合同
劳动赔偿——我2016年5月进入浙江长华吉林长庆汽车零部件有限公司工作任职电工兼维修工，工作到2017年7月，吉林长庆新来的总经理王京春无故给我停职3天，停职到第二天的时候我去公司找王京春要谈谈此事，但是他避而不见，还让保安把我推出公司，根本不出面解决，下午又通过人事告诉我让我去干冲压工，当时我一时冲动跑到公司三楼要跳楼自杀，被公司同事给我拽了下来，这期间长庆（公司）报警3次，王京春还是不露面，快下班的时候，长庆人事给了我一张王京春签字的辞退通知书，我拿着就回去了。第二天，我又去长庆讨要说法，公司无故辞退员工是不是应该给赔偿？但是这样合理合法的要求也得不到答复，2017年8月14号下午17点，我在长庆公司大门外面坐着，王京春找来范家屯当地两个黑社会人员对我进行推搡和威胁，给我心里造成了特别大的影响，难道一起劳动纠纷公司都不能正面解决吗？要靠黑社会的威胁恐吓来解决公司和员工之间的纠纷？我的家是外地的，在公主岭范家屯无亲无故，目前维权也是投诉无门，所以将此事公之于众，希望大家能帮助帮助我，怎么样我才能讨回该有的公道！,辞退解雇
被私立学校扣押证件——我是师范大学毕业，在招聘会上与私立学校签定聘用合同，我到学校报道后。学校扣押我的毕业证，学位证，教师资格证报到证，档案。我去索要，他以办理人事关系为由不给我。我该怎么办？,员工权益
保险理赔完的后续理赔怎么计算——保险只理赔了医药费的一部分跟伤残的一部分剩下的误工费营养费以及医药费伤残没有理赔的是否可以再次要求用工单位理赔,工伤事故
私企变相劝退并找各种名目考核员工——本人在一个做车用，机用的润滑油私企做一名调和工！上班前工厂没有提调和过程对人的危害，我也是近期才知道该企业被定义为化工企业！合同上也没说明企业性质！目前工厂因订单减少变相裁员，开始是调岗，不同意调岗就安排你做别的工作，不服从就已上班期间不服从领导安排为由经济考核我！我是不是可以有什么理由提出解除合同并要求企业赔偿金！补充一下，劳保用品只有几副手套，我觉得气味太大近期才申请公司购买了几个防气味的面罩！可不可以告公司欺诈劳动者在没告之生产过程对人体有害的的前提下要求劳动者劳动？学历不高，语无伦次！望好心的律师们帮我解惑！我现在也不想再这厂做了!先问有什么方法可以让无良企业赔偿我一个月的赔偿金！本人已工作8个月,辞退解雇
工伤如何赔偿，步骤都有哪些——2017年5月26日父亲因在工地被钢筋砸伤，造成多根肋骨短接，左肝切除，胆囊切除，现已出院，待9月4日去医院拆除腹部最后一根引流管。我想问现在我应该先走哪一法律步骤？,工伤事故
公司没有交社保，找劳动局会受理吗——公司没有交社保，找劳动局会受理吗,劳动保险
企业单方面认为保密合同无效，是否成立？——入职时与企业签订保密合同，合同中有条款，即当本人离职后公司将依据合同内容支付补偿金。后公司无故辞退，拒绝支付解聘补偿金和保密补偿金。1，关于保密补偿金，公司认为在职期间未接触到保密信息而拒绝支付；2，同时，在劳动仲裁时，仲裁员也有疑似偏袒企业的情况。请问律师，后续该如何应对？谢谢！,辞退解雇
劳动纠纷——我做服装贸易的，现在我们小组解散了，领导说把我们下放车间。这样的话年底分红就没有了。我该怎么用法律维权,员工权益
讨工资——公司不给开工资，现在找不到人，只有一个电话和微信，电话不接，微信没说什么时候给工资,员工权益
大学非法用工——2002年开始，成某到某大学后勤服务集团技术科工作，2003年底调入保卫处做视频监控工作。2015年转保卫处消防科工作2006年，成某的养老保险缴费，已缴费10年。2012年，成某缴纳医疗保险，已缴费5年。成某的医疗保险因缴费不足10年，按北京市现有政策不能延期。导致成某目前无法在京办理退休手续，养老保险即使延期四年退休，也还是没有退休医保。学校各位处长，光说话，就是不给办实事，而且用各种卑鄙手段，拦截信息，不让校长和书记知道此时，变本加厉威胁成某！,劳动保险
